	V350166995_163.27	V350166995_164_1	V350166995_166.87	V350166995_168.28	V350166995_169_4	V350166995_57_4	V350166995_72.48	V350166995_86.77	V350174473_26_1	V350174473_37.114	V350174473_42.57	V350174473_52.35	V350174473_66.56	V350174473_72.72_sub	V350181201_19_1	V350181201_30_2	V350181201_31.45	V350181201_44_2	V350181262_107.4	V350181262_108_1	V350181262_110_3	V350181262_117_2	V350181262_130_7	V350181262_134_29	V350181262_140_9	V350181262_142_6	V350181262_145_2	V350181262_149_1	V350181262_150_0	V350181262_158_8	V350181262_160_0	V350181262_98.46	V350181262_99.39	V350181321_113_0	V350181321_126_25	V350181321_132_0	V350181321_139_33	V350181323_162_0	V350181323_32_0	V350181323_34_8	V350181323_49_5	V350181323_51.95
V350181262_140_9	0.987761257914022	0.9720872125812888	0.996776157611839	0.9945537249284966	0.9890134086815963	0.9888671334706186	0.9942206880023331	0.9959101014356228	0.9946873421050298	0.9729191330873788	0.9688971373076023	0.9703950979492098	0.9879546138088489	0.9821780463928658	0.9950380297870325	0.9875652819921292	0.9938154660642292	0.966079248851262	0.9654721951955679	0.9998306821082834	0.9956089259031999	0.972408688559258	0.9828585137241108	0.9823117549885404	1.0	0.9956023916119507	0.9952351680792458	0.9718312984736672	0.9949380263112407	0.9891692085622259	0.969896670041255	0.9832205875352029	0.9877256731840409	0.9877818236491496	0.9930496030075061	0.9929259073477023	0.9961992342114966	0.9887634313396703	0.9878419496187744	0.9887730749632906	0.9815057182272555	0.9867806539265421
V350181262_142_6	0.9879233160151553	0.972434490918797	0.9960139948442875	0.9961611023037561	0.9880993463448302	0.9880016749777797	0.9961851383798128	0.9975087981798648	0.9949490503371403	0.9722686956858534	0.9695650310543846	0.971433167046312	0.9875629966759201	0.9818825545449147	0.99615278512748	0.9872547286481573	0.9953755103850079	0.9669182121665709	0.9665868811387703	0.9957216197244155	0.9998061852401726	0.9732299548855996	0.9830546259406481	0.9817972817022503	0.9956023916119507	1.0	0.9968774426075842	0.9727910122252726	0.9963479099790968	0.9885466061676024	0.9706184601910969	0.9832583624205712	0.9873850510724305	0.9873945078893742	0.99268103847606	0.9925654652382009	0.9981736047053793	0.9884186390381842	0.9874674179867308	0.9882165279298599	0.9813599979043564	0.9867534808126155
V350181262_145_2	0.986794596968826	0.9727675384780805	0.9947390803988625	0.9950779462089836	0.9874332677248321	0.9873936886349457	0.9956547386611942	0.9962668724152953	0.9944098971577932	0.9734520573836146	0.9695123712504272	0.9710705469070781	0.9866974979384098	0.9814342937576546	0.9959314346108467	0.9866011951921393	0.9951499729756876	0.9672476943604925	0.9665911745692674	0.9954076328453813	0.9969773459407103	0.9730533173926168	0.9828814613281596	0.9815154940767679	0.9952200463390308	0.9968735390320873	1.0	0.972861118765975	0.9956450204418458	0.9874325576386608	0.9705749899325243	0.9831715481704046	0.9865752073806324	0.9863890053164501	0.992126334751017	0.9921023010102881	0.9971703815945546	0.9876393137280527	0.9864346642136145	0.9872885612535075	0.9808570699204197	0.9858739451715216
V350181262_149_1	0.9735692599598779	0.9874468495382565	0.9721540061089264	0.9736674988269032	0.9737173418716135	0.9736893491431919	0.9736879806821293	0.9727814942179106	0.9729228391720834	0.9973243320095665	0.984870947496851	0.988422146093178	0.9725664104751626	0.9688139703254492	0.9739924392010557	0.9737939499941005	0.9733659245345118	0.9826407113345276	0.9817237221512777	0.9721491386482713	0.9728459896363337	0.9997990507282987	0.9744133964203959	0.9691660154569013	0.9718391763334282	0.9726641270969838	0.9723452898025237	1.0	0.9741838799321053	0.9728105834330741	0.9867958706524314	0.974577677929663	0.9729197856723094	0.9731650359126655	0.971907538136943	0.9715054012486848	0.9731677392049449	0.9732097175605374	0.9736808687795222	0.9719224776602886	0.9695791364284374	0.9744810183359474
V350181262_150_0	0.987682490492184	0.9731509241264369	0.9949257708464709	0.9962285427682843	0.9881072525952928	0.988082856349529	0.996212926449499	0.9962157257844624	0.9938410352818184	0.9738151718989795	0.970448942176497	0.9726449238820604	0.9873752078673838	0.9810896180532163	0.9957015476923263	0.9871601221105577	0.9962283267531237	0.9678878695142258	0.9678648564781294	0.9948663296535278	0.9962462362616902	0.974527046826741	0.982796247178185	0.981065718880598	0.9949241651100661	0.9963183169563198	0.9956450413621564	0.9742779754015524	1.0	0.9882821126823518	0.9718832602931703	0.9831697582086347	0.9872006523846052	0.9871627679588945	0.9913305623306072	0.9913596430834618	0.9966095108906834	0.9881661804202395	0.987551911790328	0.9876596272217937	0.9807074209028336	0.9868251438273531
V350181262_158_8	0.9927022240353244	0.9722174929944047	0.9886010953550658	0.9871241453835364	0.9953450483748699	0.9952739305863955	0.9872236367585003	0.9880397059407079	0.9881772200928708	0.9727489872335009	0.9698199203507225	0.971503032052278	0.9956426992055325	0.9842991195907201	0.9873722592344767	0.9950385809084815	0.9868869297938133	0.9670937947145511	0.9675400671400263	0.9890949646825561	0.9885138875398313	0.9731774382212143	0.9816377129909348	0.9833937967216403	0.9892103251381719	0.9885401000880992	0.9874704703138157	0.9728150919433154	0.9883079051581685	1.0	0.9710174636277562	0.9820335415324046	0.9956934582080967	0.9961375455953563	0.9886617769710648	0.9884738930284211	0.9884963924963925	0.9983363211174915	0.9969961417101519	0.9973728952021367	0.982735540688151	0.9941668753049749
V350181262_160_0	0.9705871438687447	0.9980184435825523	0.9698852421395243	0.9723538663827095	0.9715716401920731	0.9716353356111664	0.9727903084528545	0.9707037758287044	0.969801995459689	0.9877424452935335	0.987838797359867	0.9901313677524007	0.9706514945990935	0.9675524687515225	0.9716281915191342	0.9716330587162365	0.971867703586642	0.9853896733065599	0.9854610127875563	0.9701306768243663	0.9705194768723067	0.9881168328596863	0.9725770151913268	0.9676688207364383	0.9697837299805446	0.970650802762214	0.970394597080059	0.9867689185020074	0.9718916673483726	0.9710806679446299	1.0	0.9724292573658927	0.9697491119937329	0.9706057194061845	0.96997994339117	0.9689093043014487	0.9707029142728887	0.9703915430092434	0.9717614467917048	0.9703236885160477	0.967841864136517	0.9713479307679618
V350181262_98.46	0.9815881717534594	0.9732249881939429	0.9834300245531227	0.9824108443358549	0.9815790342947144	0.9814906962283553	0.9825426151136851	0.9832075820640279	0.9832212322166751	0.9749637061144442	0.971138083431135	0.9733218511584614	0.9813502191884274	0.9793514249496191	0.9828919516240556	0.9813269832347622	0.982724676455536	0.968377844180292	0.9686869351177074	0.9832139749054085	0.9833236704040403	0.9744493488553637	0.9994306800361199	0.9792524840441622	0.983279502641749	0.9832902903855361	0.9832009021106958	0.9745800878362244	0.9832021125681447	0.9820327937702876	0.9723894579198848	1.0	0.9818433652965952	0.9819493906304985	0.9836412065371836	0.9836818671892583	0.983450500924091	0.9818743805126681	0.9816502549191998	0.9815576291279373	0.9791539432433533	0.9813966968618466
V350181262_99.39	0.9930124211834287	0.9721130117313052	0.9871266059463804	0.9863375369231072	0.9960349804819026	0.9960007694552965	0.9867360278948679	0.9868404935370899	0.9868403556153829	0.9728363588575273	0.9693076836106299	0.9708527664597802	0.9988355025365083	0.9842640939502787	0.9865008578602719	0.9980775715516523	0.9867263673763723	0.966998639148626	0.9663944374223996	0.9879736422052142	0.987376022090722	0.9731303803482267	0.9815870021804717	0.9835545739858189	0.9877600031790404	0.9873171753536666	0.9866622698916296	0.9730201266219782	0.9871433827955869	0.9956818997195104	0.9697989062869377	0.9818667951775493	1.0	0.996629839361142	0.9884254699779694	0.9875046225888785	0.9878654945485029	0.9969555458002218	0.9955255982153157	0.9963280677498717	0.9824589052723544	0.994312237178532
V350181321_113_0	0.9936074776841847	0.9721273998915886	0.9878076447358829	0.9863106553621128	0.9970359036117638	0.9969479381633912	0.9865244289072117	0.986562026700909	0.9870669159520111	0.9722494720760545	0.9695244027474089	0.9712162558657311	0.9965662878368151	0.9842621362562773	0.9866980090561552	0.9959256225874299	0.986570529164548	0.9667539006185936	0.967085631844509	0.9876434583296212	0.9873979180223268	0.9729235559278645	0.9815282794978238	0.9836084323441135	0.9878083048239914	0.9873239299979804	0.9863892151093047	0.9732041703749672	0.9871201103960486	0.9961375455953563	0.9705698793782708	0.9819412126621	0.9966408288958358	1.0	0.9880327657261632	0.9872901397607086	0.9874186116470972	0.997226086995857	0.9958306425299039	0.9965630909314261	0.9825765217413814	0.9951973757707255
